6/27/13,14:13:20,66,75,4,30,14,-9,HOT,1,Germany,GG1919,17,M14
6/28/13,15:13:20,65,62,8,23,17,3,NORMAL,0,Egypt,FN39TG,11,M17
6/29/13,16:13:20,70,77,7,24,2,-7,HOT,1,France,FN39TG,27,M2
6/30/13,17:13:20,65,57,17,9,12,8,COLD,1,Finland,FN39TG,26,M12
6/1/13,18:13:20,68,65,7,21,12,3,NORMAL,0,Finland,FN39TG,26,M12
6/2/13,19:13:20,65,72,4,1,13,-7,HOT,1,Saudi Arabia,JDNS77,25,M13
6/3/13,20:13:20,66,67,18,20,6,-1,NORMAL,0,Singapore,AC1000,9,M6
6/4/13,21:13:20,68,65,4,21,15,3,NORMAL,0,Israel,ACMAX22,19,M15
6/5/13,22:13:20,67,73,18,19,7,-6,HOT,1,South Africa,FN39TG,13,M7
6/6/13,23:13:20,70,70,13,3,5,0,NORMAL,0,Hong Kong,ACMAX22,3,M5
6/7/13,0:33:07,68,72,18,8,1,-4,NORMAL,0,USA,AC1000,25,M1
6/8/13,1:33:07,70,80,16,24,9,-10,HOT,1,Mexico,GG1919,11,M9
6/9/13,2:33:07,67,76,16,23,9,-9,HOT,1,Mexico,GG1919,11,M9
6/10/13,3:33:07,69,79,10,29,15,-10,HOT,1,Israel,ACMAX22,19,M15
6/11/13,4:33:07,66,70,18,18,11,-4,NORMAL,0,Belgium,AC1000,14,M11
6/12/13,5:33:07,65,70,17,6,6,-5,NORMAL,0,Singapore,AC1000,9,M6
6/13/13,6:33:07,66,78,9,11,7,-12,HOT,1,South Africa,FN39TG,13,M7
6/14/13,7:33:07,65,60,13,21,16,5,NORMAL,0,Turkey,AC1000,23,M16
6/15/13,8:33:07,68,65,10,20,10,3,NORMAL,0,China,ACMAX22,23,M10
6/16/13,9:33:07,69,79,7,8,13,-10,HOT,1,Saudi Arabia,JDNS77,25,M13
6/17/13,10:33:07,68,65,4,25,16,3,NORMAL,0,Turkey,AC1000,23,M16
6/18/13,11:33:07,69,64,1,9,13,5,NORMAL,0,Saudi Arabia,JDNS77,25,M13
6/19/13,12:33:07,69,55,7,5,10,14,COLD,1,China,ACMAX22,23,M10
6/20/13,13:33:07,67,59,2,15,3,8,COLD,1,Brazil,JDNS77,28,M3
6/21/13,14:33:07,70,64,8,17,3,6,COLD,1,Brazil,JDNS77,28,M3
6/22/13,15:33:07,67,76,6,9,11,-9,HOT,1,Belgium,AC1000,14,M11
6/23/13,16:33:07,70,68,7,1,16,2,NORMAL,0,Turkey,AC1000,23,M16
6/24/13,17:33:07,70,80,6,28,17,-10,HOT,1,Egypt,FN39TG,11,M17
6/25/13,18:33:07,70,66,20,20,12,4,NORMAL,0,Finland,FN39TG,26,M12
6/26/13,19:33:07,68,68,11,12,19,0,NORMAL,0,Canada,GG1919,14,M19
6/27/13,20:33:07,65,80,5,4,9,-15,HOT,1,Mexico,GG1919,11,M9
6/28/13,21:33:07,70,79,4,21,14,-9,HOT,1,Germany,GG1919,17,M14
6/29/13,22:33:07,70,64,6,12,6,6,COLD,1,Singapore,AC1000,9,M6
6/30/13,23:33:07,69,60,10,9,2,9,COLD,1,France,FN39TG,27,M2
6/1/13,0:00:01,69,60,5,8,7,9,COLD,1,South Africa,FN39TG,13,M7
6/2/13,1:00:01,67,74,3,10,16,-7,HOT,1,Turkey,AC1000,23,M16
6/3/13,2:00:01,68,80,4,13,15,-12,HOT,1,Israel,ACMAX22,19,M15
6/4/13,3:00:01,69,71,13,28,7,-2,NORMAL,0,South Africa,FN39TG,13,M7
6/5/13,4:00:01,70,68,2,26,3,2,NORMAL,0,Brazil,JDNS77,28,M3
6/6/13,5:00:01,68,59,15,8,11,9,COLD,1,Belgium,AC1000,14,M11
6/7/13,6:00:01,70,63,3,27,13,7,COLD,1,Saudi Arabia,JDNS77,25,M13
6/8/13,7:00:01,67,78,17,6,19,-11,HOT,1,Canada,GG1919,14,M19
6/9/13,8:00:01,66,67,12,17,4,-1,NORMAL,0,Finland,GG1919,17,M4
6/10/13,9:00:01,67,67,2,8,17,0,NORMAL,0,Egypt,FN39TG,11,M17
6/11/13,10:00:01,69,60,11,29,4,9,COLD,1,Finland,GG1919,17,M4
6/12/13,11:00:01,70,63,14,6,7,7,COLD,1,South Africa,FN39TG,13,M7
6/13/13,12:00:01,70,60,19,16,6,10,COLD,1,Singapore,AC1000,9,M6
6/14/13,13:00:01,69,78,6,26,2,-9,HOT,1,France,FN39TG,27,M2
6/15/13,14:00:01,65,71,7,4,6,-6,HOT,1,Singapore,AC1000,9,M6
6/16/13,15:00:01,70,55,18,5,14,15,COLD,1,Germany,GG1919,17,M14
6/17/13,16:00:01,69,68,16,4,12,1,NORMAL,0,Finland,FN39TG,26,M12
6/18/13,17:00:01,68,61,10,25,1,7,COLD,1,USA,AC1000,25,M1
6/19/13,18:00:01,65,57,20,5,10,8,COLD,1,China,ACMAX22,23,M10
6/20/13,19:00:01,66,67,1,10,15,-1,NORMAL,0,Israel,ACMAX22,19,M15
6/21/13,20:00:01,67,72,14,29,9,-5,NORMAL,0,Mexico,GG1919,11,M9
6/22/13,21:00:01,69,70,9,7,4,-1,NORMAL,0,Finland,GG1919,17,M4
6/23/13,22:00:01,68,59,17,24,17,9,COLD,1,Egypt,FN39TG,11,M17
6/24/13,23:00:01,66,76,15,16,19,-10,HOT,1,Canada,GG1919,14,M19
6/25/13,0:13:19,69,66,4,13,9,3,NORMAL,0,Mexico,GG1919,11,M9
6/26/13,1:13:19,69,59,7,15,2,10,COLD,1,France,FN39TG,27,M2
6/27/13,2:13:19,70,67,9,8,17,3,NORMAL,0,Egypt,FN39TG,11,M17
6/28/13,3:13:19,66,59,20,27,20,7,COLD,1,Argentina,ACMAX22,19,M20
6/29/13,4:13:19,65,70,13,5,20,-5,NORMAL,0,Argentina,ACMAX22,19,M20
6/30/13,5:13:19,67,61,10,20,9,6,COLD,1,Mexico,GG1919,11,M9
6/1/13,6:13:19,69,64,9,28,7,5,NORMAL,0,South Africa,FN39TG,13,M7
6/2/13,7:13:19,67,71,15,2,7,-4,NORMAL,0,South Africa,FN39TG,13,M7
6/3/13,8:13:19,70,61,4,5,20,9,COLD,1,Argentina,ACMAX22,19,M20
6/4/13,9:13:19,65,56,1,6,5,9,COLD,1,Hong Kong,ACMAX22,3,M5
6/5/13,10:13:19,65,77,20,15,19,-12,HOT,1,Canada,GG1919,14,M19
6/6/13,11:13:19,65,66,8,20,18,-1,NORMAL,0,Indonesia,JDNS77,25,M18
6/7/13,12:13:19,67,60,20,10,4,7,COLD,1,Finland,GG1919,17,M4
6/8/13,13:13:19,68,67,7,18,17,1,NORMAL,0,Egypt,FN39TG,11,M17
6/9/13,14:13:19,68,80,5,9,7,-12,HOT,1,South Africa,FN39TG,13,M7
6/10/13,15:13:19,68,57,2,1,17,11,COLD,1,Egypt,FN39TG,11,M17
6/11/13,16:13:19,67,59,19,29,3,8,COLD,1,Brazil,JDNS77,28,M3
6/12/13,17:13:19,67,65,20,9,1,2,NORMAL,0,USA,AC1000,25,M1
6/13/13,18:13:19,69,77,1,18,4,-8,HOT,1,Finland,GG1919,17,M4
6/14/13,19:13:19,69,56,3,25,7,13,COLD,1,South Africa,FN39TG,13,M7
6/15/13,20:13:19,67,66,8,18,1,1,NORMAL,0,USA,AC1000,25,M1
6/16/13,21:13:19,69,64,20,27,5,5,NORMAL,0,Hong Kong,ACMAX22,3,M5
6/17/13,22:13:19,70,77,14,16,1,-7,HOT,1,USA,AC1000,25,M1
6/18/13,23:13:19,66,68,20,30,1,-2,NORMAL,0,USA,AC1000,25,M1
6/19/13,0:43:51,70,66,16,10,2,4,NORMAL,0,France,FN39TG,27,M2
6/20/13,1:43:51,68,60,16,24,11,8,COLD,1,Belgium,AC1000,14,M11
6/21/13,2:43:51,65,66,16,25,16,-1,NORMAL,0,Turkey,AC1000,23,M16
6/22/13,3:43:51,67,79,18,13,17,-12,HOT,1,Egypt,FN39TG,11,M17
6/23/13,4:43:51,68,63,2,10,19,5,NORMAL,0,Canada,GG1919,14,M19
6/24/13,5:43:51,66,63,14,22,8,3,NORMAL,0,Australia,JDNS77,25,M8
6/25/13,6:43:51,67,78,5,12,16,-11,HOT,1,Turkey,AC1000,23,M16
6/26/13,7:43:51,67,78,17,15,4,-11,HOT,1,Finland,GG1919,17,M4
6/27/13,8:43:51,66,59,20,19,17,7,COLD,1,Egypt,FN39TG,11,M17
6/28/13,9:43:51,69,63,2,25,11,6,COLD,1,Belgium,AC1000,14,M11
6/29/13,10:43:51,67,61,3,19,6,6,COLD,1,Singapore,AC1000,9,M6
6/30/13,11:43:51,70,67,2,27,20,3,NORMAL,0,Argentina,ACMAX22,19,M20
6/1/13,12:43:51,70,59,9,12,3,11,COLD,1,Brazil,JDNS77,28,M3
6/2/13,13:43:51,70,76,5,21,19,-6,HOT,1,Canada,GG1919,14,M19
6/3/13,14:43:51,70,71,19,27,11,-1,NORMAL,0,Belgium,AC1000,14,M11
6/4/13,15:43:51,69,78,15,16,20,-9,HOT,1,Argentina,ACMAX22,19,M20
6/5/13,16:43:51,69,69,19,15,12,0,NORMAL,0,Finland,FN39TG,26,M12
6/6/13,17:43:51,67,71,9,2,20,-4,NORMAL,0,Argentina,ACMAX22,19,M20
6/7/13,18:43:51,65,71,18,25,18,-6,HOT,1,Indonesia,JDNS77,25,M18
6/8/13,19:43:51,70,71,19,15,20,-1,NORMAL,0,Argentina,ACMAX22,19,M20
6/9/13,20:43:51,66,57,14,15,1,9,COLD,1,USA,AC1000,25,M1
6/10/13,21:43:51,69,80,15,16,10,-11,HOT,1,China,ACMAX22,23,M10
6/11/13,22:43:51,65,78,8,2,9,-13,HOT,1,Mexico,GG1919,11,M9
6/12/13,23:43:51,70,66,16,2,5,4,NORMAL,0,Hong Kong,ACMAX22,3,M5
6/13/13,0:13:20,65,77,1,9,9,-12,HOT,1,Mexico,GG1919,11,M9
6/14/13,1:13:20,69,67,19,26,15,2,NORMAL,0,Israel,ACMAX22,19,M15
6/15/13,2:13:20,69,58,6,28,16,11,COLD,1,Turkey,AC1000,23,M16
6/16/13,3:13:20,69,80,17,22,5,-11,HOT,1,Hong Kong,ACMAX22,3,M5
6/17/13,4:13:20,66,60,13,1,2,6,COLD,1,France,FN39TG,27,M2
6/18/13,5:13:20,66,55,19,10,6,11,COLD,1,Singapore,AC1000,9,M6
6/19/13,6:13:20,69,74,19,18,10,-5,NORMAL,0,China,ACMAX22,23,M10
6/20/13,7:13:20,65,64,2,10,14,1,NORMAL,0,Germany,GG1919,17,M14
6/21/13,8:13:20,70,62,19,26,14,8,COLD,1,Germany,GG1919,17,M14
6/22/13,9:13:20,70,77,13,17,6,-7,HOT,1,Singapore,AC1000,9,M6
6/23/13,10:13:20,65,61,1,1,12,4,NORMAL,0,Finland,FN39TG,26,M12
6/24/13,11:13:20,69,60,1,12,5,9,COLD,1,Hong Kong,ACMAX22,3,M5
6/25/13,12:13:20,69,62,1,3,1,7,COLD,1,USA,AC1000,25,M1
6/26/13,13:13:20,66,63,7,21,15,3,NORMAL,0,Israel,ACMAX22,19,M15
6/27/13,14:13:20,70,60,10,23,4,10,COLD,1,Finland,GG1919,17,M4
6/28/13,15:13:20,65,61,8,10,18,4,NORMAL,0,Indonesia,JDNS77,25,M18
6/29/13,16:13:20,67,80,12,8,12,-13,HOT,1,Finland,FN39TG,26,M12
6/30/13,17:13:20,68,57,1,7,8,11,COLD,1,Australia,JDNS77,25,M8
6/1/13,18:13:20,66,73,9,5,8,-7,HOT,1,Australia,JDNS77,25,M8
6/2/13,19:13:20,65,60,11,29,10,5,NORMAL,0,China,ACMAX22,23,M10
6/3/13,20:13:20,69,67,2,2,11,2,NORMAL,0,Belgium,AC1000,14,M11
6/4/13,21:13:20,66,72,7,1,12,-6,HOT,1,Finland,FN39TG,26,M12
6/5/13,22:13:20,65,76,13,16,5,-11,HOT,1,Hong Kong,ACMAX22,3,M5
6/6/13,23:13:20,68,57,14,25,9,11,COLD,1,Mexico,GG1919,11,M9
6/7/13,0:33:07,70,77,11,19,17,-7,HOT,1,Egypt,FN39TG,11,M17
6/8/13,1:33:07,69,58,3,11,9,11,COLD,1,Mexico,GG1919,11,M9
6/9/13,2:33:07,67,79,20,18,8,-12,HOT,1,Australia,JDNS77,25,M8
6/10/13,3:33:07,66,68,15,15,20,-2,NORMAL,0,Argentina,ACMAX22,19,M20
6/11/13,4:33:07,69,56,17,11,19,13,COLD,1,Canada,GG1919,14,M19
6/12/13,5:33:07,67,62,3,12,17,5,NORMAL,0,Egypt,FN39TG,11,M17
6/13/13,6:33:07,66,64,12,28,4,2,NORMAL,0,Finland,GG1919,17,M4
6/14/13,7:33:07,68,72,16,21,2,-4,NORMAL,0,France,FN39TG,27,M2
6/15/13,8:33:07,68,55,14,27,16,13,COLD,1,Turkey,AC1000,23,M16
6/16/13,9:33:07,65,77,14,10,20,-12,HOT,1,Argentina,ACMAX22,19,M20
6/17/13,10:33:07,67,72,12,8,17,-5,NORMAL,0,Egypt,FN39TG,11,M17
6/18/13,11:33:07,67,64,8,29,7,3,NORMAL,0,South Africa,FN39TG,13,M7
6/19/13,12:33:07,65,64,13,9,19,1,NORMAL,0,Canada,GG1919,14,M19
6/20/13,13:33:07,68,80,6,14,1,-12,HOT,1,USA,AC1000,25,M1
6/21/13,14:33:07,68,62,6,1,2,6,COLD,1,France,FN39TG,27,M2
6/22/13,15:33:07,70,56,8,3,9,14,COLD,1,Mexico,GG1919,11,M9
6/23/13,16:33:07,65,69,4,26,9,-4,NORMAL,0,Mexico,GG1919,11,M9
6/24/13,17:33:07,65,57,6,19,1,8,COLD,1,USA,AC1000,25,M1
6/25/13,18:33:07,68,70,14,12,6,-2,NORMAL,0,Singapore,AC1000,9,M6
6/26/13,19:33:07,70,68,8,21,20,2,NORMAL,0,Argentina,ACMAX22,19,M20
6/27/13,20:33:07,69,73,4,14,15,-4,NORMAL,0,Israel,ACMAX22,19,M15
6/28/13,21:33:07,66,74,19,29,3,-8,HOT,1,Brazil,JDNS77,28,M3
6/29/13,22:33:07,67,76,16,5,16,-9,HOT,1,Turkey,AC1000,23,M16
6/30/13,23:33:07,67,73,14,1,8,-6,HOT,1,Australia,JDNS77,25,M8
6/1/13,0:00:01,69,55,14,6,17,14,COLD,1,Egypt,FN39TG,11,M17
6/2/13,1:00:01,68,77,5,19,3,-9,HOT,1,Brazil,JDNS77,28,M3
6/3/13,2:00:01,69,72,7,21,12,-3,NORMAL,0,Finland,FN39TG,26,M12
6/4/13,3:00:01,68,69,2,6,14,-1,NORMAL,0,Germany,GG1919,17,M14
6/5/13,4:00:01,65,70,15,30,10,-5,NORMAL,0,China,ACMAX22,23,M10
6/6/13,5:00:01,67,78,11,5,3,-11,HOT,1,Brazil,JDNS77,28,M3
6/7/13,6:00:01,65,77,18,1,17,-12,HOT,1,Egypt,FN39TG,11,M17
6/8/13,7:00:01,65,75,11,7,11,-10,HOT,1,Belgium,AC1000,14,M11
6/9/13,8:00:01,70,71,17,24,4,-1,NORMAL,0,Finland,GG1919,17,M4
6/10/13,9:00:01,70,60,7,15,13,10,COLD,1,Saudi Arabia,JDNS77,25,M13
6/11/13,10:00:01,70,65,2,5,9,5,NORMAL,0,Mexico,GG1919,11,M9
6/12/13,11:00:01,65,74,1,30,13,-9,HOT,1,Saudi Arabia,JDNS77,25,M13
6/13/13,12:00:01,69,79,6,2,9,-10,HOT,1,Mexico,GG1919,11,M9
6/14/13,13:00:01,67,57,1,13,13,10,COLD,1,Saudi Arabia,JDNS77,25,M13
6/15/13,14:00:01,70,71,6,2,9,-1,NORMAL,0,Mexico,GG1919,11,M9
6/16/13,15:00:01,67,77,4,22,12,-10,HOT,1,Finland,FN39TG,26,M12
6/17/13,16:00:01,65,59,19,10,1,6,COLD,1,USA,AC1000,25,M1
6/18/13,17:00:01,65,71,18,17,13,-6,HOT,1,Saudi Arabia,JDNS77,25,M13
6/19/13,18:00:01,68,66,2,27,2,2,NORMAL,0,France,FN39TG,27,M2
6/20/13,19:00:01,67,77,6,4,5,-10,HOT,1,Hong Kong,ACMAX22,3,M5
6/21/13,20:00:01,65,74,2,1,9,-9,HOT,1,Mexico,GG1919,11,M9
6/22/13,21:00:01,70,77,13,12,12,-7,HOT,1,Finland,FN39TG,26,M12
6/23/13,22:00:01,67,74,15,17,19,-7,HOT,1,Canada,GG1919,14,M19
6/24/13,23:00:01,69,79,2,22,2,-10,HOT,1,France,FN39TG,27,M2
6/25/13,0:13:19,65,69,10,5,16,-4,NORMAL,0,Turkey,AC1000,23,M16
6/26/13,1:13:19,65,66,4,30,9,-1,NORMAL,0,Mexico,GG1919,11,M9
6/27/13,2:13:19,69,72,9,23,3,-3,NORMAL,0,Brazil,JDNS77,28,M3
6/28/13,3:13:19,68,78,9,15,19,-10,HOT,1,Canada,GG1919,14,M19
6/29/13,4:13:19,70,65,1,14,18,5,NORMAL,0,Indonesia,JDNS77,25,M18
6/30/13,5:13:19,68,68,15,19,8,0,NORMAL,0,Australia,JDNS77,25,M8
6/1/13,6:13:19,69,72,2,3,16,-3,NORMAL,0,Turkey,AC1000,23,M16
6/2/13,7:13:19,67,68,3,24,19,-1,NORMAL,0,Canada,GG1919,14,M19
6/3/13,8:13:19,70,75,8,22,2,-5,NORMAL,0,France,FN39TG,27,M2
6/4/13,9:13:19,70,64,3,28,15,6,COLD,1,Israel,ACMAX22,19,M15
6/5/13,10:13:19,65,75,12,10,11,-10,HOT,1,Belgium,AC1000,14,M11
6/6/13,11:13:19,66,75,7,3,10,-9,HOT,1,China,ACMAX22,23,M10
6/7/13,12:13:19,66,69,2,15,13,-3,NORMAL,0,Saudi Arabia,JDNS77,25,M13
6/8/13,13:13:19,70,72,20,19,1,-2,NORMAL,0,USA,AC1000,25,M1
6/9/13,14:13:19,69,57,7,1,1,12,COLD,1,USA,AC1000,25,M1
6/10/13,15:13:19,66,74,12,7,13,-8,HOT,1,Saudi Arabia,JDNS77,25,M13
6/11/13,16:13:19,65,63,16,26,18,2,NORMAL,0,Indonesia,JDNS77,25,M18
6/12/13,17:13:19,69,66,17,3,14,3,NORMAL,0,Germany,GG1919,17,M14
6/13/13,18:13:19,70,70,13,23,3,0,NORMAL,0,Brazil,JDNS77,28,M3
6/14/13,19:13:19,65,62,14,14,14,3,NORMAL,0,Germany,GG1919,17,M14
6/15/13,20:13:19,67,65,10,23,3,2,NORMAL,0,Brazil,JDNS77,28,M3
6/16/13,21:13:19,67,58,17,24,15,9,COLD,1,Israel,ACMAX22,19,M15
6/17/13,22:13:19,66,69,9,15,11,-3,NORMAL,0,Belgium,AC1000,14,M11
6/18/13,23:13:19,67,69,3,7,7,-2,NORMAL,0,South Africa,FN39TG,13,M7
6/19/13,0:43:51,67,66,7,3,15,1,NORMAL,0,Israel,ACMAX22,19,M15
6/20/13,1:43:51,69,79,8,23,8,-10,HOT,1,Australia,JDNS77,25,M8
6/21/13,2:43:51,67,64,6,23,10,3,NORMAL,0,China,ACMAX22,23,M10
6/22/13,3:43:51,67,64,15,30,19,3,NORMAL,0,Canada,GG1919,14,M19
6/23/13,4:43:51,70,80,12,24,1,-10,HOT,1,USA,AC1000,25,M1
6/24/13,5:43:51,67,61,17,7,10,6,COLD,1,China,ACMAX22,23,M10
6/25/13,6:43:51,67,55,9,21,18,12,COLD,1,Indonesia,JDNS77,25,M18
6/26/13,7:43:51,65,62,6,6,12,3,NORMAL,0,Finland,FN39TG,26,M12
6/27/13,8:43:51,70,62,11,1,17,8,COLD,1,Egypt,FN39TG,11,M17
6/28/13,9:43:51,69,55,2,26,16,14,COLD,1,Turkey,AC1000,23,M16
6/29/13,10:43:51,67,60,6,14,15,7,COLD,1,Israel,ACMAX22,19,M15
6/30/13,11:43:51,69,58,6,5,10,11,COLD,1,China,ACMAX22,23,M10
